Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
5,10,48,4,21,2,100
4,11,19,2,38,3,1229
3,18,16,3,29,4,63
2,9,22,2,28,2,3471
2,18,58,2,8,2,3558
6,9,43,2,2,4,1077
5,21,28,3,28,2,47
6,21,18,2,31,0,1135
6,0,49,2,46,4,1061
4,20,36,2,38,4,1057
6,16,2,4,4,1,92
6,9,6,2,22,2,4319
1,9,22,2,15,2,4234
3,11,2,3,11,3,67
4,19,38,2,24,4,1213
4,21,37,2,19,3,1514
1,19,16,4,43,1,87
0,10,18,2,19,4,881
0,19,48,4,42,3,86
4,20,54,2,37,4,1089
4,20,25,2,29,0,680
4,19,45,2,41,3,1424
0,19,18,4,47,0,92
5,18,15,4,34,0,87
2,12,30,2,48,0,569
3,21,19,2,33,4,1351
5,19,4,2,11,4,1087
1,9,26,2,30,1,2298
4,20,41,4,18,2,88
0,16,15,2,30,2,3569
2,18,9,2,38,0,589
6,0,3,4,42,2,90
1,18,30,4,25,1,94
3,11,42,4,46,0,88
3,18,39,2,42,1,2403
0,17,28,3,39,0,65
2,19,15,2,44,3,1443
4,11,47,3,19,4,89
2,10,4,3,12,2,71
5,9,41,2,46,2,2941
5,20,9,4,35,1,85
2,19,56,2,34,3,1717
2,19,18,2,15,4,1064
5,21,18,4,17,3,117
0,17,32,3,17,1,57
2,18,0,2,10,3,1771
4,20,14,2,21,1,2296
5,19,22,2,47,4,1067
0,12,52,2,7,2,3675
5,20,39,2,23,3,1438
3,19,57,3,28,4,52
6,15,25,2,24,0,886
3,18,14,4,48,0,93
3,18,51,2,17,2,3798
2,21,15,2,39,3,1579
3,18,57,2,33,3,1283
2,21,52,2,23,1,2397
5,21,34,2,44,2,3779
1,10,36,2,7,3,1547
5,10,37,2,0,1,2373
6,0,27,2,34,0,899
0,14,4,2,27,1,2264
5,21,3,2,1,0,892
1,19,7,2,7,1,2392
2,18,43,2,46,0,1141
5,21,32,2,8,1,2362
1,12,25,4,35,0,99
3,20,40,2,46,0,905
2,21,25,2,33,4,1075
4,18,35,3,21,1,72
4,9,3,4,1,1,97
6,20,11,2,21,2,3838
3,11,54,2,34,2,4370
4,19,28,2,33,0,885
0,10,8,2,39,3,1520
2,21,35,2,36,3,1510
4,18,58,2,23,0,901
4,18,31,2,46,2,3666
5,9,32,2,21,2,3638
3,21,52,2,31,2,3541
2,18,44,2,40,3,1572
0,18,11,3,11,0,87
1,20,54,4,15,4,92
6,11,49,2,33,2,3517
2,21,2,2,13,3,1575
3,19,5,4,1,2,88
6,0,11,2,23,3,1550
1,18,17,3,8,3,67
1,19,40,2,7,1,2680
0,15,1,2,27,1,2040
6,0,2,2,6,2,3553
5,10,59,3,40,1,69
5,10,35,2,29,1,2355
5,11,4,2,47,1,2124
4,21,35,2,35,1,2434
5,12,59,4,14,0,97
2,19,37,3,9,2,73
3,21,1,2,29,4,919
0,16,53,3,40,4,75
5,18,29,4,33,2,87
0,17,21,3,39,0,69
1,18,32,4,35,3,65
4,19,28,2,28,0,910
2,19,1,2,9,3,1488
3,21,56,2,0,2,3780
5,20,38,3,31,3,55
1,19,50,2,22,1,2380
0,21,13,2,44,0,903
5,18,23,2,28,2,3349
0,12,0,2,28,4,1077
4,21,46,3,41,4,51
2,10,27,2,46,2,3394
5,18,4,2,41,0,913
0,16,29,3,16,3,87
4,18,11,2,38,4,1073
6,18,20,2,8,0,886
4,11,36,3,10,1,88
0,14,49,2,35,2,3745
6,0,7,2,17,2,4693
0,0,6,2,23,2,3818
5,21,47,2,5,2,4207
1,19,18,2,36,3,1446
4,12,56,2,38,3,1510
1,21,39,2,35,3,1431
6,15,0,2,13,0,899
1,18,59,2,48,1,2365
2,18,31,2,42,2,4392
1,21,24,2,47,3,1428
4,19,53,4,3,0,77
2,18,29,2,0,0,839
3,21,22,4,2,2,82
0,19,31,2,14,2,3400
0,19,17,2,3,0,909
3,21,40,4,10,2,92
1,10,38,2,15,3,1424
3,9,21,2,39,0,894
6,9,12,2,36,1,2464
0,11,33,4,15,3,114
0,20,38,3,16,2,40
0,12,59,2,17,0,909
2,12,31,2,39,3,1427
4,12,19,3,23,0,50
2,18,58,3,42,0,59
5,19,20,2,10,3,1484
4,19,46,4,47,2,84
4,9,47,3,6,0,83
2,18,42,3,0,0,53
4,18,11,4,20,4,98
4,19,41,2,45,2,3522
2,11,33,2,17,3,1379
3,21,44,2,43,0,880
5,18,39,2,42,1,2467
3,20,7,3,44,4,42
0,11,41,3,34,1,76
3,20,58,4,42,0,93
6,14,50,2,28,0,687
5,20,53,2,4,0,918
5,21,23,2,40,4,1075
1,21,29,4,36,2,76
6,10,36,2,35,4,1219
1,9,25,3,30,0,65
1,9,43,3,45,0,52
2,20,17,2,4,2,2953
6,11,28,2,44,4,1090
1,11,37,4,41,0,90
3,10,38,4,38,3,88
5,19,12,2,38,1,2091
4,21,17,3,45,2,73
5,18,9,3,43,0,78
0,10,19,2,3,3,1808
1,20,36,2,13,2,3301
1,20,19,2,46,4,1086
1,19,3,2,41,0,901
1,19,57,2,4,4,888
0,9,26,2,30,2,2540
3,11,32,2,4,3,1485
1,12,20,2,31,1,2022
2,18,47,2,37,2,3511
0,19,13,3,25,1,74
5,19,49,2,49,0,967
0,21,38,2,22,3,1123
4,18,57,2,6,1,2404
6,0,21,2,37,3,1515
1,18,40,2,41,4,1078
1,20,44,2,0,1,2262
6,19,40,2,8,0,899
6,20,38,2,19,4,1063
6,11,48,2,40,1,2374
5,10,13,2,23,1,2461
3,20,46,2,45,4,1068
0,20,35,2,48,0,962
0,16,58,2,47,4,1062
3,10,37,2,17,4,1092
2,18,24,2,34,1,2450
6,19,15,2,16,1,2514
5,20,59,2,23,4,1070
0,11,56,2,9,0,912
4,20,39,2,28,3,1482
5,20,27,2,9,4,1068
4,19,8,2,18,0,906
5,21,56,2,1,4,867
1,21,0,3,20,0,49
6,21,40,2,40,3,1506
4,9,32,2,12,4,1066
4,21,45,2,9,1,2424
0,0,21,3,15,3,46
2,20,53,2,27,4,1072
1,12,0,2,1,4,1091
3,21,32,2,20,0,915
1,18,14,2,5,1,2275
6,21,16,3,36,4,74
6,15,31,4,22,3,88
2,12,13,2,32,3,1303
4,21,4,3,20,3,78
2,19,55,2,11,4,1078
5,21,30,2,12,1,2351
5,20,14,4,1,0,95
5,19,51,4,8,0,116
3,9,56,2,19,2,3567
6,0,15,2,25,1,2308
0,0,47,2,22,2,3775
5,21,35,2,8,1,2401
1,19,48,2,45,3,1451
3,12,2,3,23,0,54
2,19,49,2,46,2,3548
3,18,40,2,23,1,2444
3,21,35,2,20,3,1478
6,16,7,2,2,4,1220
3,21,37,2,45,1,2139
5,10,3,2,17,4,1366
5,19,42,4,46,1,115
3,20,36,2,26,4,1070
1,18,56,2,11,1,2362
6,12,35,2,25,3,1568
0,9,59,2,8,4,1073
0,16,10,4,42,2,90
5,19,21,4,33,4,88
4,21,28,2,4,3,1607
2,10,12,2,10,4,1075
6,20,13,2,13,0,903
3,20,56,2,33,2,3528
5,19,52,4,29,3,81
2,20,28,2,9,0,911
3,9,39,2,1,4,1080
4,19,56,4,10,0,118
2,18,2,2,12,2,3785
4,21,36,2,20,1,2301
6,0,31,2,5,1,2452
5,18,37,4,16,1,83
1,18,20,2,37,0,896
2,18,3,2,23,1,2329
5,18,31,2,22,0,899
5,9,31,3,18,0,71
2,18,47,2,48,4,1066
6,10,21,2,21,0,666
1,18,31,2,22,1,2280
6,14,54,2,32,4,1095
2,12,28,2,49,1,2340
1,19,17,2,11,1,2326
4,21,51,2,18,3,1430
1,21,22,3,48,3,76
1,20,54,4,9,1,99
0,21,58,3,27,1,44
0,19,14,2,43,3,1538
1,19,3,2,10,4,1082
2,20,9,2,33,2,3590
3,18,6,2,40,2,4694
5,18,53,4,22,1,95
5,11,49,2,37,3,1566
5,9,45,2,10,1,2359
1,18,38,2,26,4,1175
5,11,33,2,12,0,916
3,18,1,2,12,1,2147
2,21,2,2,13,1,2031
6,11,15,2,41,1,2377
6,21,20,2,23,0,897
4,21,12,2,9,3,1454
1,19,59,3,30,3,64
0,11,16,2,40,4,1296
1,10,32,3,17,0,73
1,20,44,2,32,0,913
6,21,5,4,22,4,98
1,21,46,3,6,3,69
6,21,10,2,47,0,889
1,12,58,2,18,0,615
2,12,34,2,25,2,3422
3,11,45,3,49,1,79
6,17,12,3,47,0,65
5,20,0,4,31,4,117
6,17,24,2,19,1,2441
2,11,39,2,37,3,1518
3,19,33,2,40,3,1423
1,19,19,2,49,2,3337
5,19,57,2,22,4,1102
2,19,51,2,33,2,3569
1,21,4,4,13,4,92
3,18,58,2,13,2,3414
3,18,21,4,18,3,84
1,20,30,2,18,3,1508
6,12,42,2,41,0,564
4,18,12,2,38,3,1456
1,19,10,2,12,1,2473
1,9,44,3,12,2,74
5,19,31,3,29,0,66
0,17,52,3,13,2,71
2,20,55,4,5,3,94
0,9,41,2,31,3,1518
4,21,48,2,5,1,2420
1,18,10,2,36,2,2845
6,14,12,2,27,4,1092
5,21,7,2,39,3,1736
5,19,5,3,24,2,84
0,11,8,2,32,2,3620
0,14,21,2,22,0,887
4,18,21,4,20,2,73
4,21,39,3,14,1,47
1,18,1,3,31,2,59
5,21,42,2,6,2,3549
5,18,53,2,45,3,1461
0,16,28,2,45,1,2290
2,11,32,2,2,1,2816
6,9,41,2,49,0,914
2,19,47,3,13,0,75
0,18,12,2,30,4,1099
1,10,30,3,31,4,75
2,19,34,2,42,0,1210
2,20,50,3,3,3,53
0,18,31,2,9,1,2357
1,11,7,2,13,4,1096
4,19,24,3,29,1,68
3,12,42,2,6,4,1098
5,19,11,2,46,4,1068
4,18,26,2,15,0,1006
1,19,30,3,4,0,56
5,19,33,2,29,2,4568
5,20,22,2,30,1,2298
4,9,27,2,34,4,1310
0,21,40,3,31,2,46
6,17,8,2,24,3,1683
0,21,2,4,41,0,78
4,20,1,3,46,3,62
1,18,59,2,23,3,1847
1,19,23,2,19,1,2396
2,19,46,4,0,1,87
3,21,48,2,12,2,4539
6,0,13,2,20,4,848
2,18,48,2,21,0,894
0,11,5,2,37,4,1060
3,20,11,2,3,3,1460
4,10,45,2,32,3,1196
0,18,26,2,8,2,3790
4,20,54,2,1,2,3474
1,21,12,2,42,4,1031
4,21,55,2,10,3,1552
2,21,30,2,8,2,3772
5,20,10,2,6,0,889
5,18,13,2,13,4,1093
5,18,7,2,46,4,1061
4,19,23,3,43,1,62
6,0,15,3,21,3,74
5,20,40,3,30,1,55
3,18,0,2,14,3,1435
6,20,50,4,6,2,91
6,20,1,2,18,2,2521
0,17,22,2,34,3,1536
4,10,33,2,43,3,1443
3,11,59,2,35,2,3740
0,15,8,2,47,3,1311
4,18,9,4,25,3,118
2,9,58,3,10,4,71
0,20,53,2,19,0,919
5,20,55,2,15,2,3506
6,19,31,3,17,3,56
2,18,26,2,13,0,1212
6,18,19,3,46,0,70
3,9,19,2,43,4,1096
1,19,26,2,26,2,3464
4,20,57,4,32,2,114
1,18,0,2,25,0,885
0,18,53,3,15,2,54
0,9,16,4,38,2,93
4,18,33,2,44,0,881
6,21,42,2,23,3,1574
5,21,27,2,2,0,794
1,19,43,2,43,3,1445
5,20,26,2,18,1,2598
3,18,50,2,7,3,1509
6,19,7,3,35,3,61
2,21,13,2,25,2,3483
1,10,25,4,9,3,78
6,0,33,4,7,2,69
0,0,41,4,8,2,80
6,15,48,3,3,2,54
6,9,11,2,39,1,2394
2,18,35,4,40,0,81
0,16,24,2,17,4,1084
2,12,54,4,11,2,81
6,0,55,2,4,2,3362
1,9,27,2,43,1,2419
2,20,32,2,43,3,1504
4,18,2,3,45,3,58
2,18,37,2,37,2,3327
3,18,55,2,39,1,2337
4,21,43,2,15,0,746
1,12,48,2,13,3,1473
0,0,57,2,22,3,1902
5,20,32,2,21,1,2094
4,19,21,2,27,4,1065
5,10,32,2,16,2,4490
6,16,51,2,13,1,2395
2,9,3,2,24,2,3446
6,18,11,2,3,4,1219
6,11,29,3,24,0,68
1,9,26,2,36,2,3451
2,20,54,2,25,2,3332
1,19,37,2,31,3,1545
4,21,54,2,43,3,1550
1,12,35,3,46,3,89
0,12,46,4,3,1,91
1,21,12,2,11,4,1082
5,19,25,2,9,3,1462
1,9,26,2,34,2,3746
4,10,40,3,26,1,73
3,10,43,2,6,4,1081
0,12,23,2,9,0,914
5,9,48,2,43,4,1089
3,10,21,4,20,0,83
5,19,30,2,19,4,1065
5,20,47,3,34,4,85
6,17,14,2,40,0,896
0,10,21,2,25,2,4438
1,18,26,3,39,2,44
2,11,7,4,44,2,95
5,21,17,4,45,4,85
0,12,56,2,28,4,1077
6,0,23,2,44,2,3785
5,19,35,2,6,0,898
4,18,39,4,40,4,76
4,21,12,4,25,4,88
1,20,12,2,34,1,2408
0,19,53,4,20,2,92
3,9,4,2,48,0,906
2,20,37,4,12,0,84
0,12,57,2,20,2,3205
3,21,56,2,11,4,1085
4,19,34,4,46,4,91
2,20,49,2,41,0,880
1,18,24,2,27,4,1090
3,18,9,4,18,1,87
3,18,36,2,34,1,2381
2,19,37,2,8,4,1326
5,12,2,2,49,3,1511
5,18,54,4,33,1,92
5,18,51,2,13,3,1865
2,19,44,2,1,3,1476
3,18,31,4,39,2,90
2,18,35,2,13,3,1151
0,0,40,2,13,3,1416
3,18,52,2,5,1,2459
2,21,56,3,29,4,64
6,11,47,3,19,1,69
3,18,13,3,6,0,66
5,19,20,3,13,1,88
1,11,3,4,15,4,92
4,10,35,2,8,2,3753
5,20,22,3,17,3,60
2,10,38,2,14,4,989
0,14,30,2,17,1,2034
6,15,18,2,7,4,1236
6,11,21,2,0,1,2370
5,20,19,2,5,0,907
6,17,14,2,28,2,3621
3,19,13,2,28,2,3337
2,20,11,3,36,2,64
0,14,17,4,10,3,89
5,19,57,2,32,4,1098
6,11,0,4,10,2,81
4,20,42,2,29,1,2397
2,9,30,2,32,3,1445
5,20,57,2,9,4,1083
1,18,58,2,40,3,1529
0,11,27,3,49,0,78
2,20,58,2,42,2,3773
1,21,17,2,3,2,3433
3,12,22,2,46,4,1099
6,15,2,4,4,2,97
2,18,32,2,11,4,1077
4,19,57,4,23,2,94
4,19,15,2,33,3,1567
5,20,34,2,31,4,1064
2,12,55,2,15,0,992
6,17,0,2,7,4,1087
3,11,15,2,2,4,1068
4,12,49,4,13,0,82
5,18,16,2,15,4,1075
5,21,46,2,30,0,909
2,10,23,2,46,4,1077
0,15,16,2,45,4,1063
5,21,22,4,22,1,96
1,9,6,3,7,2,45
5,19,53,4,22,1,69
6,18,20,3,7,4,51
3,21,58,2,3,2,3547
1,18,39,2,15,4,1225
1,11,34,2,26,3,1445
1,21,34,3,2,1,67
2,21,19,2,11,1,2381
5,20,11,2,39,0,900
1,10,24,3,3,0,71
3,20,52,2,6,2,3629
0,18,35,2,4,1,2408
5,19,25,2,1,3,1494
4,20,17,2,46,3,1473
2,19,3,2,2,1,2372
0,10,56,3,0,1,50
2,11,9,2,44,3,1553
1,20,52,2,43,2,3741
2,18,47,4,34,4,81
0,11,49,2,49,4,1093
6,18,14,4,9,0,63
2,18,20,2,47,4,1090
6,0,46,4,12,3,89
0,21,39,2,3,3,1545
1,12,20,4,30,0,99
1,20,30,2,43,2,3579
0,16,55,2,10,0,883
0,21,49,4,45,0,62
0,14,50,2,33,1,2452
6,18,36,2,39,0,904
3,10,51,3,4,0,60
2,20,29,2,39,3,1529
4,20,59,4,14,2,103
6,11,37,2,33,4,1066
5,18,19,2,20,1,2080
2,21,48,2,31,0,889
0,0,27,2,32,2,4628
1,20,42,3,28,3,50
5,11,55,2,27,4,1070
4,19,56,3,14,2,76
6,10,48,3,35,2,77
0,15,54,4,27,2,92
3,18,16,2,13,2,3646
3,21,39,2,37,0,981
3,12,37,3,27,2,56
5,18,21,3,8,2,57
5,19,25,4,25,0,92
2,20,48,2,30,2,3412
1,21,23,3,46,3,58
3,21,43,3,5,3,88
1,18,39,2,3,1,2424
3,21,22,3,12,3,57
2,21,46,2,45,0,895
6,15,6,4,24,1,94
3,10,39,2,41,2,3755
5,12,56,2,18,4,1068
4,20,26,3,39,3,65
3,9,58,2,8,2,3515
2,10,26,2,0,4,1077
4,21,21,2,27,3,1443
0,11,38,3,48,4,69
0,9,40,2,14,1,2373
0,20,45,2,28,2,3594
0,10,59,4,2,1,74
1,19,42,2,39,1,2460
0,11,19,2,35,2,3735
5,21,58,2,5,1,2267
4,18,17,2,44,2,3586
5,9,48,3,42,4,47
5,20,25,4,28,4,110
5,19,2,2,35,0,818
3,20,26,4,47,4,88
6,10,1,3,9,0,52
4,10,29,2,33,4,1190
4,20,38,3,46,2,59
0,0,37,2,14,2,3796
6,21,35,2,16,2,3697
5,11,32,2,39,3,1519
1,10,39,2,41,1,2421
6,10,36,2,16,4,1060
6,9,27,2,27,1,2127
5,20,46,2,32,4,1079
4,11,36,2,0,4,1060
3,12,0,2,14,2,3057
4,18,12,3,36,0,51
4,10,44,3,21,2,62
1,18,11,2,29,4,1058
6,19,51,2,16,4,1069
1,19,5,2,17,0,892
0,9,28,2,2,2,3405
3,21,12,2,28,3,1449
5,18,5,2,17,3,1557
0,11,33,2,24,4,931
5,18,21,2,3,2,3420
2,18,39,2,15,2,3495
6,17,4,2,6,2,3712
2,21,7,2,46,2,3390
3,9,34,2,5,0,880
6,12,47,2,45,3,1426
1,18,40,2,30,4,1066
0,10,17,2,28,0,1119
0,9,27,4,48,0,110
2,11,12,2,42,2,3522
2,18,56,2,25,3,1384
0,0,17,3,15,2,88
6,15,37,3,49,1,89
0,15,47,3,42,3,50
2,18,42,2,17,2,3297
4,19,54,2,33,2,3633
0,17,16,3,46,2,74
0,0,21,3,1,4,40
5,19,22,2,47,4,862
0,0,51,2,21,2,3697
4,21,44,3,7,1,64
2,21,49,2,5,2,4034
3,20,44,4,38,2,97
4,21,19,4,38,0,96
5,19,17,3,18,4,80
6,14,2,2,11,1,2360
6,10,54,3,32,4,54
5,18,18,2,18,2,3016
4,20,27,2,24,1,2402
5,20,39,3,35,2,89
5,21,40,4,2,3,93
6,0,56,4,16,3,94
5,21,44,2,3,2,3771
1,12,38,3,6,3,64
4,21,36,2,43,2,3607
5,19,5,3,38,0,79
4,19,28,4,34,1,93
2,18,30,4,1,1,88
3,12,55,2,32,3,1557
3,18,53,2,11,0,906
4,12,33,3,42,3,53
2,10,25,2,44,0,915
6,20,17,2,30,2,2863
4,21,36,4,12,1,91
5,18,18,2,39,3,1892
4,11,17,2,37,4,1069
3,19,22,2,26,1,2452
0,12,42,3,28,0,62
5,20,45,3,5,3,76
3,18,22,2,45,3,1488
4,10,4,3,9,0,65
5,21,16,2,49,3,1554
0,10,17,2,42,3,1520
2,21,48,3,47,4,41
3,10,15,2,14,0,884
1,18,38,2,21,2,3992
6,15,29,3,21,4,67
0,11,4,2,1,1,2345
1,21,54,4,24,4,96
2,12,30,2,34,4,1153
0,10,51,3,5,2,76
3,18,17,4,2,0,86
5,20,28,2,35,2,3755
3,20,55,2,0,1,2395
4,10,13,2,46,1,2115
4,10,38,2,49,1,2274
3,18,58,2,2,4,1061
0,20,57,2,47,2,4053
3,10,15,2,23,2,3628
1,20,36,2,5,2,2497
5,20,56,2,43,4,1346
2,19,36,3,25,0,57
3,10,7,2,39,1,2420
0,18,1,2,0,4,1096
1,19,44,2,35,4,1085
0,20,33,3,14,2,42
6,20,37,4,22,3,63
1,20,52,3,29,1,73
5,9,26,2,28,1,2349
5,11,9,2,22,1,2432
2,21,10,2,5,1,2437
6,21,16,2,29,2,3129
5,20,16,2,37,0,887
0,11,31,2,19,2,4573
5,11,8,2,32,2,3501
1,12,36,2,26,1,2262
0,21,34,2,11,1,2127
4,10,23,3,34,3,79
2,19,7,3,22,4,89
3,19,59,4,8,4,92
1,21,39,3,37,1,53
1,18,55,2,23,4,1361
1,10,2,4,5,2,83
1,18,46,4,33,0,91
1,21,27,2,45,0,919
0,15,7,4,9,0,81
3,18,53,2,24,1,2297
6,0,46,3,43,2,63
1,20,56,2,3,2,3448
4,20,50,4,28,2,92
0,16,1,2,41,4,1071
0,0,7,4,30,3,96
0,12,56,2,20,3,1443
3,10,39,2,31,4,1097
2,19,49,3,47,1,63
4,20,53,2,6,1,2472
1,18,5,2,40,4,1062
3,21,39,2,24,2,4046
4,20,59,2,4,0,889
4,18,26,2,43,2,3648
3,21,19,3,46,2,47
3,21,30,2,34,2,3551
3,21,41,2,28,3,1826
0,18,55,2,1,2,3358
0,15,14,4,1,1,112
4,10,36,4,25,3,96
1,21,14,2,11,4,1065
5,19,54,2,15,2,3616
6,11,46,2,26,2,3745
4,21,53,2,45,1,2447
4,21,31,2,48,1,2370
4,19,50,2,24,3,1426
6,0,4,2,0,4,868
2,18,3,4,28,0,94
3,10,44,2,33,1,2293
2,21,34,2,40,4,936
0,0,24,2,47,0,1107
3,19,14,2,46,0,909
6,17,31,2,20,0,984
5,11,29,2,27,3,1480
6,9,28,4,14,4,96
4,18,16,4,5,1,87
2,9,5,4,3,2,88
0,16,37,2,38,1,2371
0,12,22,3,5,1,44
5,19,2,4,27,1,80
3,18,24,2,48,1,2463
1,21,39,3,9,4,62
1,9,9,2,32,4,1081
6,15,53,2,0,4,1080
6,9,24,2,7,3,1090
0,17,47,2,37,1,2421
1,9,59,2,26,2,2790
3,18,57,2,10,1,2287
5,18,18,2,30,3,1099
2,12,6,4,37,1,92
4,19,20,2,34,1,2921
5,9,11,3,4,1,50
1,9,26,2,45,0,1049
6,0,23,2,42,2,3645
3,19,52,2,23,1,2270
4,19,8,2,49,4,1061
4,20,38,3,33,3,89
5,18,46,2,12,2,3577
2,19,14,3,15,3,57
0,11,35,2,33,1,2323
5,21,28,2,39,4,1082
2,11,40,3,24,2,56
1,18,25,2,47,0,919
4,20,14,3,27,2,73
5,21,18,2,22,1,2343
0,0,42,2,12,2,3329
4,20,48,2,49,1,2404
0,20,29,2,16,1,2296
4,10,15,3,20,1,74
5,20,39,2,30,0,908
1,20,35,2,15,2,4334
6,21,35,4,41,2,86
4,9,42,2,27,0,912
4,19,15,2,42,3,1459
1,12,8,2,5,0,902
1,10,42,4,6,0,106
1,20,39,2,30,3,1477
6,12,50,2,22,2,3613
4,9,46,2,29,3,1652
2,20,12,2,20,2,4756
1,21,38,2,4,1,2323
5,18,9,4,18,3,82
3,18,0,2,37,4,1070
3,10,46,2,0,0,904
3,20,3,2,28,0,913
0,10,19,4,20,2,88
4,18,58,4,49,2,94
3,20,1,2,32,0,909
0,11,16,4,3,2,93
5,19,11,4,4,2,92
4,18,8,2,17,2,3584
3,19,57,4,29,0,90
2,21,49,2,9,0,894
1,19,26,2,27,2,3479
1,21,58,2,35,0,921
0,18,25,4,8,4,88
1,11,29,2,29,2,4594
0,14,2,3,43,2,66
6,16,46,2,22,3,1505
0,21,40,2,30,0,907
5,18,54,2,25,3,1738
6,15,17,2,31,0,911
2,20,58,2,33,4,1094
0,0,6,2,21,1,2411
1,20,18,4,0,3,98
6,14,30,2,14,3,1519
0,11,54,4,22,0,117
0,10,21,4,34,1,104
4,21,12,2,34,2,3733
0,20,12,4,15,4,94
4,20,0,2,30,2,3384
3,10,29,2,5,3,1480
4,10,17,2,49,3,1650
1,21,56,2,5,0,1186
6,21,10,2,18,4,1063
3,18,9,2,13,0,1211
5,9,10,2,34,4,1072
5,18,57,2,32,0,914
1,19,57,2,36,0,915
1,9,4,3,7,1,86
5,19,3,2,37,3,1484
3,19,6,2,39,3,1557
3,10,34,2,17,2,3538
4,9,43,2,43,2,3598
2,18,53,3,32,4,70
0,14,46,2,0,1,2306
2,19,30,2,30,0,886
1,20,13,3,49,2,56
5,9,37,3,14,2,52
6,16,32,2,44,2,3576
3,11,34,2,48,0,884
0,11,34,2,41,3,1574
4,10,51,3,47,3,54
6,0,22,2,26,1,2436
2,10,42,2,11,2,4222
1,19,35,4,40,3,91
4,10,41,2,14,4,877
6,16,20,2,36,3,1511
6,19,16,2,43,1,2654
0,15,20,3,49,0,57
4,18,1,2,9,1,2272
5,20,20,2,0,4,1092
3,11,10,2,14,0,667
0,10,26,4,32,3,87
0,9,47,2,44,3,1554
2,21,17,2,26,4,1008
3,20,48,2,14,1,2464
1,21,22,4,24,1,90
2,12,15,4,46,1,88
0,14,10,3,2,2,50
4,18,45,2,44,0,898
5,20,30,3,24,1,56
3,21,43,2,47,0,903
1,21,17,2,9,1,2385
5,19,2,2,27,4,1084
5,19,14,2,1,0,1055
3,10,3,2,49,3,1203
4,20,30,2,46,3,1579
5,19,0,4,15,1,91
3,18,7,2,24,3,1479
3,18,49,4,13,1,86
1,20,35,4,40,4,85
4,19,5,4,6,2,97
3,9,30,2,1,1,2161
0,19,26,3,5,1,80
4,21,17,2,47,0,891
3,19,2,2,37,4,1088
0,9,9,3,17,0,79
2,9,49,2,4,2,3017
1,21,53,4,33,0,118
1,19,36,3,12,3,53
6,0,25,2,7,0,919
5,19,42,4,40,0,91
1,18,45,2,13,4,1084
3,21,3,2,25,4,1093
3,9,18,2,6,4,1070
0,19,19,2,20,2,3613
6,16,50,3,10,1,73
2,11,33,2,34,2,3615
1,19,45,2,44,4,1090
6,15,5,3,2,1,86
1,19,25,2,42,1,2455
0,21,32,2,33,3,1481
1,19,48,2,10,2,3396
5,18,9,4,8,4,65
0,14,37,2,30,1,2323
1,12,45,4,26,4,90
5,20,2,2,4,4,1067
1,10,34,4,11,2,104
1,11,27,3,9,2,83
6,0,30,2,49,4,1084
1,21,48,3,11,2,73
0,15,12,4,23,3,94
1,21,35,3,43,3,64
5,18,21,4,1,4,113
6,20,14,2,30,4,1030
1,18,49,2,34,2,3286
0,11,55,2,15,4,1063
1,18,58,3,19,3,72
0,20,37,2,6,1,2271
2,10,37,3,34,1,40
4,21,47,2,48,3,1470
4,12,53,3,30,0,65
0,16,9,2,33,4,1089
0,10,10,3,34,4,65
6,0,37,4,26,2,92
5,18,46,4,13,1,86
3,19,26,2,7,2,4616
6,0,25,2,21,3,1525
6,9,2,3,44,3,53
5,19,5,2,0,2,3666
5,21,31,3,16,2,44
1,19,52,2,36,2,3642
0,20,58,4,19,2,85
6,19,32,4,12,0,92
2,21,30,2,30,2,3532
2,21,36,2,24,4,1288
6,0,29,2,39,3,1473
5,20,53,3,42,0,71
1,21,5,4,45,4,106
0,20,25,3,46,0,41
5,18,30,2,16,4,1089
3,21,56,2,28,1,2272
1,20,55,4,33,3,85
3,19,7,2,18,2,3471
5,9,37,2,33,1,2021
1,21,49,2,17,3,1486
0,9,51,3,46,4,84
0,12,6,2,43,0,912
1,11,52,3,40,4,59
1,21,1,2,28,1,2319
3,19,4,2,5,1,2299
4,18,29,2,48,4,1232
0,9,27,2,36,2,3432
4,19,51,2,13,2,4600
6,19,46,3,11,2,66
6,11,28,2,5,3,1531
1,19,58,2,46,0,886
0,15,29,2,31,2,3575
6,16,44,2,12,2,3658
0,11,15,2,19,1,2907
4,19,35,4,14,2,99
2,12,49,2,15,3,1640
2,20,42,2,46,4,1081
4,18,4,2,5,2,3567
0,21,34,2,21,2,2846
1,12,45,4,43,1,90
4,18,42,2,47,3,1136
0,0,24,3,20,0,83
6,18,36,2,16,2,3690
5,19,6,2,5,1,2306
5,20,51,4,5,4,63
5,19,0,2,17,0,888
1,18,37,4,12,2,112
1,18,53,2,1,0,908
2,20,40,2,11,3,1660
3,20,43,2,29,2,3370
2,21,21,3,49,2,67
2,19,30,2,13,3,1246
4,10,1,2,49,2,4527
5,21,14,3,36,3,75
2,19,15,2,45,0,896
1,19,55,2,13,2,3761
1,11,48,2,35,1,2275
3,20,14,2,32,3,1519
0,17,2,2,7,3,1541
4,20,15,2,30,1,2403
6,12,24,2,5,2,2586
2,18,14,4,14,1,67
3,12,57,2,0,0,880
5,19,50,2,37,2,3665
